name,category,subcategory,city,neighborhood,address,lat,lng,phone,website,rating,total_reviews,has_website,deep_score,priority,types,corporate_score,_tier
Doña Bonita. Especialistas en cejas - Depilación con hilos - Maquillaje semipermanente P.M.U,Maquillaje,General,Asunción,,"Pancha Garmendia 6435 casi, Asunción 001415, Paraguay",-25.3079373,-57.56886710000001,0984 214208,http://bit.ly/2NzG9F1,4.8,194,True,65,B,beauty_salon|establishment|point_of_interest,55,B
Club Guaraní,Otros,General,Asunción,,"Año 1811, Asunción 001236, Paraguay",-25.3034169,-57.61654689999999,(021) 227 080,,4.2,685,False,97,A,establishment|point_of_interest,55,B
Bingo Guarani,Otros,General,Asunción,,"M9XM+2JX, Av. Eusebio Ayala, Asunción 001236, Paraguay",-25.3023999,-57.61588380000001,(021) 204 419,,4.1,415,False,97,A,establishment|point_of_interest,55,B
MELA Hair Salon - Barbería,Salon de Belleza,General,Luque,,"14 De Mayo, Luque 110932, Paraguay",-25.2678612,-57.49575340000001,0982 264479,,4.5,61,False,97,A,establishment|hair_care|health|point_of_interest,55,B
BleuDepilación,Salon de Belleza,General,Asunción,,"Cnel. Ramón Diaz 564, Asunción 001416, Paraguay",-25.3010256,-57.5779929,0971 161733,,4.9,141,False,100,A,beauty_salon|establishment|point_of_interest,55,B
Q nails club spa de manos y pies,Spa/Wellness,Spa,Asunción,,"Antonio José de Sucre 1859, entre motta y, Asunción 001408, Paraguay",-25.2917732,-57.5715359,0972 999688,,4.4,87,False,97,A,beauty_salon|establishment|hair_care|point_of_interest,55,B
Le Dragon Bleu,Otros,General,Asunción,,"Prof. Delfin Chamorro 467, Asunción 001015, Paraguay",-25.2955812,-57.64597970000001,0981 410318,,4.8,117,False,95,A,establishment|point_of_interest|store,55,B
Venus Coiffure I,Uñas/Nails,General,Asunción,,"Gaudioso Núñez entre José Asunción Flores, Entrada por estacionamiento a una cuadra de, Teodoro S. Mongelós y, Asunción 001230, Paraguay",-25.3056322,-57.60176329999999,0994 270222,,4.2,253,False,97,A,establishment|hair_care|point_of_interest|spa,55,B
Luis De Leon Concept,Peluqueria,General,Asunción,,"Gral. Torreani Viera 341 Esq, Asunción 001412, Paraguay",-25.294285,-57.584416,(021) 604 817,,4.9,144,False,100,A,establishment|hair_care|point_of_interest|store,55,B
Hygge,Spa/Wellness,General,Asunción,,"Moisés Bertoni 2839 casi, Asunción 001407, Paraguay",-25.2983091,-57.56135390000001,0992 425597,,4.8,32,False,90,A,establishment|point_of_interest|spa,55,B
Aline Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"001506, Prof. Dr. Ricardo Moreno Azorero, Asunción 001506, Paraguay",-25.242736,-57.5351815,0972 520811,https://wa.me/message/E76UDYX5W4D6D1,4.7,17,True,75,A,establishment|gym|health|point_of_interest,55,B
Ram Hari Yoga,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Moisés Bertoni 3220, Asunción 001405, Paraguay",-25.3009892,-57.5569019,0981 253024,https://www.instagram.com/ramhariyoga/,4.7,19,True,75,A,establishment|gym|health|point_of_interest,55,B
Spa Nilza Rinaldi,Spa/Wellness,Spa,Asunción,,"Federación Rusa, Asunción 001528, Paraguay",-25.2796912,-57.57274880000001,(021) 661 488,,4.4,56,False,97,A,establishment|point_of_interest|spa,55,B
Peluquería y Barberia JOSÉ,Peluqueria,General,Asunción,,"MCP4+3CF, Asunción 001422, Paraguay",-25.3148181,-57.59394330000001,0976 545347,,5.0,169,False,100,A,establishment|hair_care|point_of_interest,55,B
Esebastian Y Sophie Monfillo Unisex,Peluqueria,General,Luque,,"America entre Paysandu y, Cochabamba Casi, Luque 110915, Paraguay",-25.2468441,-57.50422539999999,0981 128012,https://linktr.ee/esebastianysophiemonfillo,4.9,161,True,72,A,establishment|hair_care|point_of_interest,55,B
DepiPink - Barrio Herrera,Salon de Belleza,General,Asunción,,"Pte. Juan Manuel Frutos 2626 entre, Capitán Emeterio Miranda y, Asunción 001407, Paraguay",-25.294667,-57.56230780000001,0971 226221,,4.8,184,False,100,A,beauty_salon|establishment|hair_care|point_of_interest,55,B
Shirley Nails,Uñas/Nails,Salon Uñas,Asunción,,"Av. Dr. Fernando de la Mora 3260, Asunción 001315, Paraguay",-25.3351934,-57.58907889999999,0991 758633,,4.6,137,False,95,A,establishment|point_of_interest|spa,50,B
Moksha Yoga & Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Jose Ocampos Lanzoni 560, Asunción 001001, Paraguay",-25.2933511,-57.5718077,0991 637040,http://www.moksha.com.py/,4.0,13,True,52,B,beauty_salon|establishment|gym|health|physiotherapist|point_of_interest|spa,50,B
Barber di Lopez,Barberia,General,Luque,,"PGCC+63C, Lapacho, Luque 110928, Paraguay",-25.2794281,-57.4798451,0981 164518,,4.9,46,False,85,A,establishment|hair_care|health|point_of_interest,50,B
ROMMY PELUQUERIA FEMININO Y MASCULINO,Peluqueria,General,Asunción,,"Asunción 001412, Paraguay",-25.2951108,-57.58064830000001,0981 822928,http://www.rommy.com.py/,4.0,53,True,64,B,establishment|hair_care|health|point_of_interest,50,B
Rossie Beauty Center – Nails Express Sucursal España,Spa/Wellness,Spa,Asunción,,"Av. España 2062, Asunción 1204, Paraguay",-25.2879245,-57.5999547,0981 673034,https://www.facebook.com/nailsexpresspy,4.4,26,True,77,A,beauty_salon|doctor|establishment|hair_care|health|point_of_interest,50,B
Tranquility Spa,Spa/Wellness,Spa,Asunción,,"Av. Eusebio Ayala 2279, Asunción 001230, Paraguay",-25.306883,-57.6007853,0981 494027,https://linktr.ee/tranquipy,4.5,45,True,60,B,beauty_salon|establishment|hair_care|point_of_interest|spa,50,B
Casa De Cosmeticos,Estetica/Facial,Perfumeria,Asunción,,"Asunción 001102, Paraguay",-25.2938362,-57.6429977,0984 453331,https://instagram.com/casa_cosmeticos?igshid=1usktw1hl3asg,4.7,181,True,85,A,establishment|point_of_interest|store,50,B
Micropigmentacion Capilar Paraguay | GIGI Reyes,Otros,General,Asunción,,"MCQ5+354, Asunción 1422, Paraguay",-25.3124037,-57.59208899999999,0972 499040,https://gigireyesmicropigmentacion.com/inicio,5.0,39,True,50,B,establishment|health|point_of_interest,50,B
Younique,Spa/Wellness,General,Asunción,,"PC89+VRP, Augusto Roa Bastos, Asunción 001530, Paraguay",-25.2827975,-57.5804135,0984 900376,http://www.younique.com.py/,4.0,13,True,52,B,establishment|health|point_of_interest|spa,50,B
Skin care clinic,Spa/Wellness,General,Asunción,,"Cruz Del Chaco 648, Asunción 001412, Paraguay",-25.29892,-57.58178769999999,0981 556200,,4.3,11,False,82,A,establishment|health|point_of_interest|spa|store,50,B
Peluquería y Barbería SANFEL,Peluqueria,General,Luque,,"Balderrama 9010, Luque 110917, Paraguay",-25.2691412,-57.4907203,0976 111478,,5.0,46,False,87,A,establishment|hair_care|health|point_of_interest,50,B
Barber Studio J.A,Barberia,General,Luque,,"PGJ5+RV7, Luque 110930, Paraguay",-25.2679565,-57.4903245,0994 648232,,4.9,38,False,85,A,establishment|hair_care|health|point_of_interest,50,B
All Barber,Barberia,General,Luque,,"Claudio Arrúa &, Gral. Díaz, Luque 110936, Paraguay",-25.2790978,-57.5019571,0972 985760,,4.9,31,False,85,A,establishment|hair_care|health|point_of_interest,50,B
La casa Depelle,Salon de Belleza,General,Asunción,,"Gonzalo Bulnes 677, Asunción 001411, Paraguay",-25.28839,-57.5792502,0984 731000,https://depelle.com.py/,5.0,46,True,57,B,beauty_salon|establishment|health|point_of_interest|spa,50,B
Sinaí Dermo Radiance,Salon de Belleza,General,Asunción,,"Av. Brasilia 1015, Asunción 1015, Paraguay",-25.2793693,-57.60042569999999,0974 455435,https://linktr.ee/sinaidermoradiance,5.0,42,True,57,B,beauty_salon|doctor|establishment|hair_care|health|point_of_interest|spa|store,50,B
Dental Guarani S.A.,Otros,General,Asunción,,"Yegros esq., República de Colombia 1094, Asunción 001102, Paraguay",-25.29,-57.6377778,(021) 494 411,http://dentalguarani.com.py/,4.2,85,True,57,B,establishment|health|point_of_interest|store,50,B
L´EVEL Femenino / Masculino,Salon de Belleza,General,Asunción,,"Paseo de la Infanta - Pacheco entre Monseñor Bogarín y Tte. Zotti -, PC27+RW3, Dr. Toribio Pacheco, Asunción 001413, Paraguay",-25.2979814,-57.58520249999999,(021) 329 2436,,4.7,144,False,100,A,beauty_salon|establishment|point_of_interest,50,B
Jazmin Valdivieso Brow and Lash Studio,Otros,General,Asunción,,"R.I. 2 Ytororo 1144, Asunción 001415, Paraguay",-25.3108844,-57.5709488,0971 527527,,4.5,157,False,95,A,establishment|point_of_interest,50,B
Vita Chic,Otros,General,Asunción,,"MCW8+FH2, Cruz del Defensor, Asunción 001414, Paraguay",-25.3038706,-57.58362320000001,0986 506223,,4.6,179,False,95,A,establishment|point_of_interest|store,50,B
Peluquería Bellisima,Peluqueria,General,Asunción,,"Juan de Salazar y Espinoza 998, Asunción 001209, Paraguay",-25.2857635,-57.6107763,0981 630011,https://www.facebook.com/BELLISIMAPY/?ti=as,4.7,185,True,92,A,beauty_salon|establishment|point_of_interest,50,B
BL DermoEstética,Salon de Belleza,General,Asunción,,"Dra. Serafina Dávalos, Asunción 1876, Paraguay",-25.31316,-57.57999639999999,0975 900550,https://www.instagram.com/bldermoestetica?igsh=MTI2bGszajhhdGU4dg==,4.7,147,True,92,A,beauty_salon|establishment|point_of_interest,50,B
NOVA SALÓN & SPA,Spa/Wellness,Spa,Asunción,,"Senador Huey Pierce Long 790, Asunción 001411, Paraguay",-25.2871835,-57.57668710000001,0985 352515,,3.7,70,False,88,A,establishment|hair_care|point_of_interest,50,B
Bar de Cejas,Pestañas/Cejas,General,Asunción,,"Alberdi casi, Asunción 1209, Paraguay",-25.2815277,-57.6354965,(021) 728 8000,http://www.bardecejas.com/,4.7,181,True,65,B,beauty_salon|establishment|point_of_interest,50,B
Teju Jagua Tatuajes,Tatuajes/Piercing,General,Asunción,,"O'Leary casi, Asunción 001012, Paraguay",-25.2797926,-57.63828349999999,0985 857700,,4.7,192,False,95,A,establishment|point_of_interest|store,50,B
Depiclub py,Salon de Belleza,General,Asunción,,"Peru esquina, Asunción 001220, Paraguay",-25.2918313,-57.6210142,0982 108953,https://instagram.com/depiclubpy?igshid=YWJhMjlhZTc=,4.7,129,True,92,A,beauty_salon|establishment|hair_care|point_of_interest,50,B
Brow Bar,Salon de Belleza,General,Luque,,"Av. Gral. Aquino casi, Luque 110932, Paraguay",-25.2667258,-57.49596820000001,(021) 728 8000,http://www.bardecejas.com/,4.7,193,True,72,A,beauty_salon|establishment|hair_care|point_of_interest,50,B
FERNANDO BUFFA ESTILISTA,Salon de Belleza,General,Asunción,,"Victor Heyn 7364, Asunción 7364, Paraguay",-25.3087412,-57.55650670000001,0971 609575,,4.6,108,False,100,A,beauty_salon|establishment|point_of_interest,50,B
Peluquería MMical,Peluqueria,General,Asunción,,"Prócer Juan Manuel Iturbe 106, Asunción 001526, Paraguay",-25.2783636,-57.5561992,(021) 606 360,,4.7,177,False,100,A,establishment|hair_care|point_of_interest,50,B
BL DermoEstética,Salon de Belleza,General,Asunción,,"Avenue Dr. Luis Maria Argaña 246 c, Asunción 001303, Paraguay",-25.3310263,-57.6262753,0961 845409,https://facebook.com/bldermoestetica,4.5,157,True,92,A,beauty_salon|establishment|point_of_interest|spa,50,B
Dino Julio Correa,Peluqueria,General,Asunción,,"Julio Correa 331, Asunción 001526, Paraguay",-25.272908,-57.565673,(021) 609 635,http://www.dino.com.py/,4.5,117,True,72,A,establishment|hair_care|point_of_interest,50,B
Guada estudio de cejas,Pestañas/Cejas,General,Luque,,"Cnel. Oviedo, Luque 110933, Paraguay",-25.2698198,-57.4993024,0971 528250,https://linktr.ee/guadaestudiodecejas,5.0,54,True,60,B,establishment|point_of_interest,45,B
Derlis Zeballos,Otros,General,Asunción,,"Teniente Primero Dr. Vicente Oddone, Asunción 001527, Paraguay",-25.2810605,-57.56234199999999,0983 846906,https://derliszeballos.com/,4.4,170,True,62,B,establishment|point_of_interest|store,45,B
Belleza Total by Maria Vargas,Salon de Belleza,General,Asunción,,"Lillo 2527 entre Cardenal Roig y, Gumersindo Sosa, Asunción 001409, Paraguay",-25.2926162,-57.5630263,0981 372885,https://www.facebook.com/bellezatotal.mp/,4.8,64,True,87,A,beauty_salon|establishment|point_of_interest,45,B
Harmonia,Gimnasio/Fitness,General,Asunción,,"Domingo Ortiz, Asunción 001520, Paraguay",-25.2676477,-57.5736731,0981 174460,,3.5,2,False,68,B,establishment|gym|health|point_of_interest,45,B
DiDonna - Artistas del cabello,Peluqueria,General,Asunción,,"Edificio Fiore di Maggio, Prof. César Vasconcellos 1111, Asunción 001410, Paraguay",-25.2865483,-57.56796070000001,0981 448445,,4.8,58,False,97,A,establishment|hair_care|point_of_interest,45,B
Leblon Color Studio & Barber Shop,Peluqueria,Barberia Moderna,Asunción,,"Eusebio Lillo Robles, Asunción 001407, Paraguay",-25.2926882,-57.56329940000001,0971 380220,,4.8,68,False,97,A,establishment|hair_care|point_of_interest,45,B
JK BEAUTY SALON,Salon de Belleza,General,Asunción,,"Incienso, &, Asunción 001429, Paraguay",-25.3279011,-57.5836146,0994 481644,,4.9,72,False,97,A,beauty_salon|establishment|point_of_interest,45,B
Guzmán estilista,Peluqueria,General,Asunción,,"Roma, Asunción 001102, Paraguay",-25.2935315,-57.6416132,0982 543965,,5.0,51,False,97,A,establishment|hair_care|point_of_interest,45,B
BONICA - Women's Club,Salon de Belleza,General,Asunción,,"Teniente Héctor Vera esq, Asunción 1816, Paraguay",-25.2863258,-57.5765019,0982 669939,,4.8,66,False,97,A,beauty_salon|establishment|point_of_interest|spa,45,B
Sofia Gontor Beauty,Salon de Belleza,General,Asunción,,"Pirizal &, 12 de Octubre, Asunción 001310, Paraguay",-25.3161964,-57.61814099999999,0986 552573,https://linktr.ee/sofiagontorbeauty,4.9,68,True,67,B,beauty_salon|establishment|point_of_interest,45,B
101 Beauty Studio,Spa/Wellness,General,Asunción,,"Senador Huey Pierce Long 250 Entre Guido Spano Y Andrade Asuncion, Asunción 1849, Paraguay",-25.2930551,-57.5788932,0976 564224,http://www.instagram.com/101beautystudio/,4.8,15,True,75,A,beauty_salon|establishment|point_of_interest,45,B
Athenas Spa,Spa/Wellness,Spa,Luque,,"PF26+M4P, Centenario De La Epopeya Nacional, Luque 110302, Paraguay",-25.2982981,-57.5396787,0991 688721,,5.0,1,False,75,A,establishment|point_of_interest,45,B
Lorelay Spa,Spa/Wellness,Spa,Luque,,"PGG5+FV5, Luque 110930, Paraguay",-25.2738298,-57.49035250000001,0986 501058,,5.0,1,False,75,A,establishment|point_of_interest|spa,45,B
AMAPOLA SPA,Spa/Wellness,Spa,Luque,,"QG6F+25G, Luque 110904, Paraguay",-25.2399346,-57.47704089999999,0982 118344,,5.0,1,False,75,A,establishment|point_of_interest|spa,45,B
Bella's Spa de Manos y Pies,Spa/Wellness,Spa,Luque,,"Teniente Cnel. Ramos Alfaro, Luque 110917, Paraguay",-25.2584508,-57.5115493,0981 396278,,5.0,2,False,75,A,establishment|point_of_interest|spa,45,B
Bellavita- Microblading- Nanoblading- Diseño de cejas - Lifting de pestañas - Henna- uñas esculpidas- peluquería- manicura,Peluqueria,Salon Uñas,Asunción,,"Av. Perú 397, Asunción 1409, Paraguay",-25.2870631,-57.6173469,0971 795000,http://bellezaparaguay.com/,4.8,52,True,67,B,establishment|point_of_interest,45,B
Ale Nails Beauty Spa,Spa/Wellness,Spa,Asunción,,"Asunción 001512, Paraguay",-25.2524947,-57.57941940000001,0983 499418,https://www.instagram.com/_ale.nails__/,5.0,1,True,65,B,establishment|hair_care|point_of_interest|spa,45,B
Alisados Paraguay,Peluqueria,General,Asunción,,"c C Gomez 1063, Asunción 001007, Paraguay",-25.296838,-57.6552234,0981 119455,https://instagram.com/alisadosparaguay?igshid=MzRlODBiNWFlZA==,4.9,51,True,87,A,establishment|hair_care|point_of_interest,45,B
Sky Head Spa,Spa/Wellness,Spa,Asunción,,"Sgto. José León Gauto 660 casi, Asunción 001207, Paraguay",-25.2823441,-57.59574180000001,0972 446106,,5.0,9,False,80,A,establishment|point_of_interest|spa,45,B
Narovi Spa,Spa/Wellness,Spa,Asunción,,"Teniente Primero Angel Velazco, Asunción 001402, Paraguay",-25.2902838,-57.5503573,0986 254164,,4.4,35,False,87,A,establishment|point_of_interest|spa,45,B
Bellas Beauty Salon,Salon de Belleza,General,Asunción,,"Nazareth sobre, Dr. Osvaldo Chavez, Asunción 1905, Paraguay",-25.3128304,-57.59291199999999,0984 177008,https://www.facebook.com/bellasbeautysalon12/,4.8,59,True,87,A,beauty_salon|establishment|point_of_interest,45,B
Lujan Cosméticos,Estetica/Facial,General,Luque,,"Lujan cosmeticos, Javier Bogarin, Luque 110930, Paraguay",-25.2706961,-57.48941960000001,0986 101523,https://linktr.ee/lujancosmeticos.com.py,4.2,165,True,62,B,establishment|point_of_interest|store,45,B
Movimiento Pleno pilates y Fisioterapia,Gimnasio/Fitness,Yoga/Pilates,Luque,,"Avda San Martín y Fernando de la Mora, Luque 110933, Paraguay",-25.2680894,-57.5016853,0991 951046,,5.0,7,False,80,A,establishment|point_of_interest|spa,45,B
The owl gallery tattoos,Tatuajes/Piercing,General,Asunción,,"25 de Mayo, Asunción 001224, Paraguay",-25.29275,-57.6176525,0981 535727,https://instagram.com/angel.owl?igshid=nt8kuxsy8l7f,5.0,75,True,80,A,establishment|point_of_interest|store,45,B
TROYANOS BARBERÍA,Barberia,General,Luque,,"Del Maestro, Luque 110933, Paraguay",-25.2722154,-57.5014041,0971 323136,https://instagram.com/troyanospy?igshid=1mtrt9fa0258,4.9,69,True,85,A,establishment|hair_care|point_of_interest,45,B
Ciria Depilaciones Suc.Luque,Depilacion,General,Luque,,"Cnel. Oviedo, Luque 110933, Paraguay",-25.2692392,-57.50226000000001,0981 122359,,4.8,53,False,90,A,beauty_salon|establishment|hair_care|point_of_interest,45,B
Majestik,Salon de Belleza,General,Asunción,,"001416, Av. Dr. Guido Boggiani 6115, Asunción 001416, Paraguay",-25.29977,-57.56883389999999,0983 999662,https://www.instagram.com/majestikpy,4.9,79,True,87,A,beauty_salon|establishment|point_of_interest,45,B
Distribuidora La Policlinica S.A.,Otros,General,Asunción,,"Ttte. Rojas Silva 1044 e, Tte. Fariña y, Asunción 001221, Paraguay",-25.2950354,-57.62795499999999,(021) 248 0000,http://www.lapoliclinica.com/,4.3,171,True,62,B,establishment|point_of_interest,45,B
Lidia Imlach Micropigmentacion Studio,Salon de Belleza,General,Asunción,,"Atyra 981, Asunción 001231, Paraguay",-25.3133267,-57.6015826,0983 346534,https://www.facebook.com/lidiaimlach,5.0,64,True,87,A,beauty_salon|establishment|point_of_interest,45,B
DC Pilates & Fisio - Sucursal Asunción,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Veterano de la Guerra del 70, Teniente Primero Nemesio Quiñonez y, Asunción 001520, Paraguay",-25.2660537,-57.57180719999999,0983 101013,https://www.instagram.com/dcpilates.fisio/,3.7,6,True,63,B,establishment|gym|health|point_of_interest,45,B
Addict Ink,Otros,General,Asunción,,"Parapiti 1158 casi Rodriguez de Francia, Asunción 001219, Paraguay",-25.2941964,-57.6326729,0972 666600,https://www.instagram.com/mefisto_vargas/?hl=es-la,4.8,53,True,80,A,establishment|night_club|point_of_interest,45,B
Evolution RS Pilates,Gimnasio/Fitness,Yoga/Pilates,Luque,,"PG98+43J, Miguel Escobar, Luque 110927, Paraguay",-25.2821653,-57.4848471,0983 094313,,0.0,0,False,60,B,establishment|gym|health|point_of_interest,45,B
Ocean Spa Luque,Spa/Wellness,Spa,Luque,,"Tte, Rojas Silva 270 c, Luque 110921, Paraguay",-25.2647045,-57.4882242,0994 358194,,4.9,13,False,85,A,establishment|point_of_interest|spa,45,B
Reluce,Spa/Wellness,General,Asunción,,"Av. España 1525, Asunción 001208, Paraguay",-25.2875001,-57.6080126,0976 207607,,5.0,6,False,80,A,establishment|point_of_interest,45,B
Spa Sal y Luz,Spa/Wellness,Spa,Luque,,"FCRJ+W7G, Luque 110919, Paraguay",-25.2581246,-57.4923851,0981 178610,,5.0,6,False,80,A,establishment|point_of_interest,45,B
Estudio 939. Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Alfredo Seiferheld 4896, Asunción 1421, Paraguay",-25.3053483,-57.58931450000001,0986 347933,,0.0,0,False,60,B,establishment|gym|health|point_of_interest,45,B
Mauro Aquino Barbershop,Barberia,General,Luque,,"Capitan insfran 315 esquina, Luque 110932, Paraguay",-25.2680768,-57.4953178,0984 826014,,4.7,39,False,85,A,establishment|hair_care|health|point_of_interest,45,B
Inhala Pilates Studio - Las Lomas,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Río Tebicuary 2061 casi, Asunción 001528, Paraguay",-25.2709665,-57.5751778,0971 974141,,0.0,0,False,60,B,establishment|gym|health|point_of_interest,45,B
Gabriela Pilates Gym,Gimnasio/Fitness,Gimnasio,Asunción,,"Av. Médicos del Chaco esq, Asunción 001422, Paraguay",-25.3118634,-57.59696549999999,0984 319545,,0.0,0,False,60,B,establishment|gym|health|point_of_interest,45,B
Dynamos Pilates Terapéutico,Gimnasio/Fitness,Yoga/Pilates,Luque,,"Sauce, Emiliano R. Fernández 1956 esquina, Luque 2060, Paraguay",-25.2669394,-57.51213089999999,0994 388844,,0.0,0,False,60,B,establishment|gym|health|point_of_interest,45,B
Miri Yoga - Estudio de yoga,Gimnasio/Fitness,Yoga/Pilates,Luque,,"Cruz del Defensor, Luque 110917, Paraguay",-25.260958,-57.5115298,0983 190100,,0.0,0,False,60,B,establishment|gym|health|point_of_interest,45,B
gym progress,Gimnasio/Fitness,Gimnasio,Luque,,"PGV7+25W, Luque 110920, Paraguay",-25.257376,-57.4870352,0985 815832,,0.0,0,False,60,B,establishment|gym|health|point_of_interest,45,B
LAS CARIÑOSAS ASUNCIÓN ORIGINAL,Spa/Wellness,General,Asunción,,"Piribebuy 239, Asunción 001101, Paraguay",-25.2870933,-57.63793380000001,0984 400228,https://69.com.py/servicios/carinosas-asuncion,4.2,37,True,57,B,establishment|point_of_interest|spa,45,B
Fitwoman.py,Gimnasio/Fitness,General,Asunción,,"Av. Médicos del Chaco, Asunción 001232, Paraguay",-25.3230359,-57.6006806,0971 633117,,0.0,0,False,60,B,establishment|gym|health|point_of_interest,45,B
MG Group & Ritual Spa and Beauty,Spa/Wellness,Spa,Asunción,,"001001, Asunción 001228, Paraguay",-25.2993927,-57.60838159999999,0994 392775,,5.0,15,False,85,A,establishment|point_of_interest|spa,45,B
Namaste Spa Male,Spa/Wellness,Spa,Asunción,,"Dr. Carlos Abdala 1006, Asunción 001528, Paraguay",-25.2763051,-57.5710664,0985 660289,,3.9,29,False,83,A,establishment|health|point_of_interest|spa,45,B
Perla Hair Salon,Salon de Belleza,General,Asunción,,"Sgto. José León Gauto 555, Asunción 001206, Paraguay",-25.2819399,-57.5967585,0985 951672,https://www.facebook.com/perlahairsalon/,4.8,85,True,87,A,establishment|hair_care|point_of_interest,45,B
Centro estético Sonia Lanoza,Spa/Wellness,General,Asunción,,"Atyra, Asunción 001423, Paraguay",-25.3187068,-57.59456019999999,0986 371827,,4.8,11,False,85,A,establishment|point_of_interest|spa,45,B
AS Estética de Resultados,Otros,General,Asunción,,"Gral. José María Bruguéz 353, Asunción 001225, Paraguay",-25.2935498,-57.6159308,0972 122099,https://asclinicaestetica.com/,4.6,32,True,50,B,establishment|health|point_of_interest,45,B
Clínica de la Familia del CEPEP Luque,Otros,General,Luque,,"Av. Humaita 34, Luque 110930, Paraguay",-25.2696157,-57.486093,0985 600475,https://www.cepep.org.py/clinicas/luque/,4.7,43,True,50,B,establishment|health|point_of_interest,45,B
AnaBella Estética,Spa/Wellness,General,Luque,,"Simón Bolivar 650 casi, Luque 110933, Paraguay",-25.2752352,-57.5036935,0982 721197,,5.0,14,False,85,A,establishment|point_of_interest|spa,45,B
Alma,Gimnasio/Fitness,General,Asunción,,"PCM3+6FH, Av. Gral. José Gervasio Artigas, Asunción 001533, Paraguay",-25.2675947,-57.59555159999999,0972 611300,http://www.saisha.com.py/,0.0,0,True,30,C,establishment|gym|health|point_of_interest,45,B
Claudia Nuñez Beauty Salon,Salon de Belleza,General,Asunción,,"Bartolome De Las Casas, Asunción 001231, Paraguay",-25.3084111,-57.6032732,0992 917141,,4.4,114,False,99,A,establishment|hair_care|point_of_interest,45,B
Amaran Estética,Salon de Belleza,General,Asunción,,"Cuartel de la Rivera 4926, Asunción 001414, Paraguay",-25.3031681,-57.5872896,0992 330183,,4.8,66,False,97,A,beauty_salon|establishment|point_of_interest|spa,45,B
Monica Alonso - Beauty Bar,Spa/Wellness,General,Asunción,,"Avenida España, &, Asunción 001411, Paraguay",-25.2862154,-57.5854324,0981 934007,https://www.facebook.com/monicaalonsobeautybar,5.0,6,True,70,A,beauty_salon|establishment|point_of_interest,45,B
Fisiolution Paraguay,Salon de Belleza,General,Asunción,,"Simón Bolívar N° 851, entre Parapiti y, Asunción 001103, Paraguay",-25.2947777,-57.6339315,0981 095546,,4.4,107,False,99,A,beauty_salon|establishment|point_of_interest|spa|store,45,B
Annuva,Salon de Belleza,General,Asunción,,"PC6C+4PF, Sucre, Asunción 001411, Paraguay",-25.2896874,-57.5782044,0991 208143,,5.0,95,False,97,A,beauty_salon|establishment|point_of_interest,45,B
Nueve Reinas spa de manos y pies,Spa/Wellness,Spa,Asunción,,"Av. Dr. José Gaspar Rodriguez de Francia y, Asunción 001102, Paraguay",-25.2911976,-57.638913,0974 500654,https://www.instagram.com/nuevereinasnailspa?igsh=NWxsM2NqdHpmNGhq,5.0,5,True,70,A,beauty_salon|establishment|point_of_interest,45,B
Jessica Maia Curls,Peluqueria,General,Asunción,,"Virgilio Mola y, Asunción 001535, Paraguay",-25.2837009,-57.5927988,0983 158945,,4.8,83,False,97,A,establishment|hair_care|point_of_interest,45,B
Vanity Beauty Spa,Spa/Wellness,Spa,Luque,,"PGGG+CHV, Luque 110924, Paraguay",-25.2738783,-57.47359239999999,0986 211747,http://www.facebook.com/vanitybeautyspapy,4.8,5,True,70,A,establishment|hair_care|point_of_interest,45,B
ADRI ROLON STUDIO,Salon de Belleza,General,Asunción,,"Doctor Luís Enrique Migone, Asunción 001529, Paraguay",-25.2830348,-57.57053089999999,0983 139599,http://linktr.ee/adrirolonpmu,4.8,99,True,67,B,beauty_salon|establishment|point_of_interest,45,B
Gabby Dose Studio,Salon de Belleza,General,Asunción,,"Raul Carmona, &, Asunción 001408, Paraguay",-25.2970666,-57.5701745,0991 785311,,4.9,71,False,97,A,beauty_salon|establishment|hair_care|point_of_interest,45,B
PANY Beauty Bar,Peluqueria,General,Asunción,,"San Rafael 1166, Asunción 001527, Paraguay",-25.2753861,-57.5712105,0981 834878,,4.9,60,False,97,A,establishment|hair_care|point_of_interest,45,B
Rommy Centro,Salon de Belleza,General,Asunción,,"Alberdi y, Asunción 001013, Paraguay",-25.2841327,-57.6378224,(021) 496 591,http://rommy.com.py/,4.3,130,True,69,B,beauty_salon|establishment|point_of_interest,45,B
Momentum Spa,Spa/Wellness,Spa,Luque,,"PF6H+9PQ, Luque 110944, Paraguay",-25.28899,-57.52059619999999,0976 975536,https://www.instagram.com/momentumspapy?igsh=MXBzdXpzMmpiZjMwNw==,5.0,5,True,70,A,establishment|point_of_interest|spa,45,B
Glow Spa Py,Spa/Wellness,Spa,Asunción,,"Domingo Portillo 1542, Asunción 001520, Paraguay",-25.2717035,-57.56584720000001,0985 900533,,4.8,23,False,90,A,establishment|point_of_interest|spa,45,B
